Design,Frontal Area (m²),Average Cd,Cd
E_S_WWC_WM_224,2.292,0.2754799298239202,0.6313999991564251
E_S_WWC_WM_615,2.146,0.2715564373488372,0.5827601145506046
E_S_WWC_WM_027,2.276,0.2917362730398671,0.6639917574387375
E_S_WWC_WM_125,2.264,0.2615877897242525,0.5922347559357076
E_S_WWC_WM_681,2.03,0.2951602753554817,0.5991753589716279
E_S_WWC_WM_680,2.15,0.2795054153122924,0.6009366429214287
E_S_WWC_WM_319,2.118,0.2578266824950166,0.5460769135244452
E_S_WWC_WM_610,2.42,0.2655854475980067,0.6427167831871762
E_S_WWC_WM_603,2.612,0.2722142974152823,0.7110237448487174
E_S_WWC_WM_164,2.388,0.2893153401727574,0.6908850323325446
E_S_WWC_WM_531,2.112,0.3107883544219269,0.6563850045391098
E_S_WWC_WM_524,2.324,0.2713033793754152,0.6305090536684649
E_S_WWC_WM_674,2.354,0.292435486192691,0.6883931344975946
E_S_WWC_WM_409,2.502,0.2687481390598006,0.6724078439276211
E_S_WWC_WM_217,2.52,0.2881593798106312,0.7261616371227907
E_S_WWC_WM_211,2.382,0.2587698790332225,0.616389851857136
E_S_WWC_WM_284,2.474,0.2890957448405315,0.715222872735475
E_S_WWC_WM_112,2.388,0.2731144232624585,0.6521972427507509
E_S_WWC_WM_317,2.11,0.2436001481561461,0.5139963126094683
E_S_WWC_WM_174,2.384,0.249899115448505,0.5957594912292359
E_S_WWC_WM_574,2.398,0.2744800210199336,0.6582030904058007
E_S_WWC_WM_337,2.186,0.2494658213920266,0.5453322855629702
E_S_WWC_WM_194,2.254,0.2952037307707641,0.6653892091573024
E_S_WWC_WM_631,2.47,0.2643973517541528,0.6530614588327575
E_S_WWC_WM_551,2.418,0.2999540581760797,0.7252889126697607
E_S_WWC_WM_289,2.07,0.2704582305548173,0.5598485372484718
E_S_WWC_WM_577,2.438,0.2384538193056478,0.5813504114671694
E_S_WWC_WM_255,2.096,0.2929180076411959,0.6139561440159467
E_S_WWC_WM_567,2.21,0.2752798667940199,0.608368505614784
E_S_WWC_WM_365,2.376,0.285080198564784,0.6773505517899268
E_S_WWC_WM_568,2.254,0.2409557411395349,0.5431142405285116
E_S_WWC_WM_169,2.194,0.2974764894817275,0.6526634179229102
E_S_WWC_WM_624,2.08,0.2691259898604651,0.5597820589097674
E_S_WWC_WM_555,2.406,0.2624966646710964,0.631566975198658
E_S_WWC_WM_673,2.674,0.2826066007973422,0.7556900505320929
E_S_WWC_WM_312,2.078,0.2457529063289036,0.5106745393514617
E_S_WWC_WM_423,2.188,0.2826238424916943,0.6183809673718272
E_S_WWC_WM_605,2.562,0.2521967135780731,0.6461279801870232
E_S_WWC_WM_454,2.092,0.2742953836179402,0.573825942528731
E_S_WWC_WM_411,2.248,0.2858817339734219,0.6426621379722526
E_S_WWC_WM_187,2.47,0.289106340448505,0.7140926609078073
E_S_WWC_WM_655,2.148,0.2920325523887043,0.6272859225309368
E_S_WWC_WM_379,2.084,0.2673302945847176,0.5571163339145514
E_S_WWC_WM_356,2.48,0.2633063365980066,0.6529997147630564
E_S_WWC_WM_532,2.244,0.2474259368073089,0.5552238021956012
E_S_WWC_WM_497,2.35,0.2490782098837209,0.5853337932267442
E_S_WWC_WM_262,2.252,0.272921306192691,0.6146187815459401
E_S_WWC_WM_465,2.172,0.2811244291328903,0.6106022600766379
E_S_WWC_WM_229,2.27,0.2866864037973422,0.6507781366199669
E_S_WWC_WM_283,2.336,0.2562972130664451,0.5987102897232157
E_S_WWC_WM_563,2.368,0.2817574766478405,0.6672017047020863
E_S_WWC_WM_010,2.34,0.2711289901096345,0.6344418368565446
E_S_WWC_WM_569,2.254,0.2534392058737541,0.5712519700394418
E_S_WWC_WM_474,2.502,0.264789017475083,0.6625021217226575
E_S_WWC_WM_612,2.064,0.2776537642823921,0.5730773694788572
E_S_WWC_WM_355,2.174,0.2568336226013288,0.5583562955352888
E_S_WWC_WM_527,2.228,0.2792122960863787,0.6220849956804518
E_S_WWC_WM_047,2.374,0.2447062613654485,0.5809326644815748
E_S_WWC_WM_330,2.588,0.2731662372724253,0.7069542220610366
E_S_WWC_WM_060,2.278,0.2589470263920266,0.5898813261210366
E_S_WWC_WM_372,2.026,0.2433240412225913,0.4929745075169699
E_S_WWC_WM_153,2.486,0.2897581283488372,0.7203387070752093
E_S_WWC_WM_029,2.292,0.2867010565913621,0.6571188217074019
E_S_WWC_WM_623,2.472,0.2776863914086379,0.6864407595621528
E_S_WWC_WM_452,2.482,0.2698247789036544,0.6697051012388703
E_S_WWC_WM_091,2.14,0.3079620387275747,0.6590387628770099
E_S_WWC_WM_468,2.282,0.2688597273289037,0.6135378977645582
E_S_WWC_WM_585,2.414,0.255084646744186,0.615774337240465
E_S_WWC_WM_436,2.228,0.3053230310099667,0.6802597130902059
E_S_WWC_WM_058,2.644,0.2751272268803987,0.7274363878717742
E_S_WWC_WM_248,2.646,0.283142950358804,0.7491962466493953
E_S_WWC_WM_348,2.586,0.2519060107109634,0.6514289436985513
E_S_WWC_WM_277,1.9488,0.2669121653820598,0.5201584278965582
E_S_WWC_WM_307,2.068,0.2796251720764119,0.5782648558540199
E_S_WWC_WM_672,2.114,0.2811633459800664,0.5943793134018603
E_S_WWC_WM_651,2.574,0.2768071328837209,0.7125015600426975
E_S_WWC_WM_376,2.272,0.2712221977508305,0.6162168332898869
E_S_WWC_WM_343,2.242,0.2688546126245847,0.602772041504319
E_S_WWC_WM_366,2.116,0.2727552800797342,0.5771501726487176
E_S_WWC_WM_598,2.236,0.2988603719568106,0.6682517916954286
E_S_WWC_WM_341,2.252,0.2591507398637874,0.5836074661732491
E_S_WWC_WM_370,2.558,0.2651210687242525,0.6781796937966379
E_S_WWC_WM_190,2.468,0.2470677369335548,0.6097631747520132
E_S_WWC_WM_514,2.07,0.2523668573388704,0.5223993946914617
E_S_WWC_WM_479,2.008,0.2930534824584717,0.5884513927766112
E_S_WWC_WM_511,2.54,0.2692997293488371,0.6840213125460463
E_S_WWC_WM_450,2.584,0.2596375690830565,0.670903478510618
E_S_WWC_WM_017,2.504,0.2311960185880398,0.5789148305444516
E_S_WWC_WM_437,2.282,0.2979780447109634,0.6799858980304185
E_S_WWC_WM_234,2.216,0.2650372842392026,0.587322621874073
E_S_WWC_WM_490,2.494,0.2683329988903654,0.6692224992325713
E_S_WWC_WM_189,2.042,0.2989114422325581,0.6103771650388836
E_S_WWC_WM_408,2.006,0.264549122807309,0.5306855403514619
E_S_WWC_WM_300,2.246,0.2611319949933555,0.5865024607550764
E_S_WWC_WM_028,2.438,0.2554975734385382,0.6229030840431561
E_S_WWC_WM_661,2.24,0.2812001437242525,0.6298883219423257
E_S_WWC_WM_093,2.336,0.246648821192691,0.5761716463061262
E_S_WWC_WM_161,2.062,0.2559189203654485,0.5277048137935547
E_S_WWC_WM_222,2.232,0.3056773087209302,0.6822717530651162
E_S_WWC_WM_119,2.368,0.2720700401196013,0.6442618550032159
E_S_WWC_WM_301,2.176,0.2902857642857143,0.6316618230857143
E_S_WWC_WM_020,2.172,0.2713102941760797,0.5892859589504452
E_S_WWC_WM_057,2.3,0.26449682720598,0.608342702573754
E_S_WWC_WM_489,2.412,0.2700314152890365,0.6513157736771561
E_S_WWC_WM_175,2.148,0.2735316038172757,0.5875458849995082
E_S_WWC_WM_664,2.294,0.3123745033222591,0.7165871106212623
E_S_WWC_WM_259,2.32,0.2579630422491694,0.598474258018073
E_S_WWC_WM_669,2.03,0.2525781325415282,0.5127336090593022
E_S_WWC_WM_587,2.658,0.2956083826877076,0.7857270811839269
E_S_WWC_WM_444,2.26,0.2760054793521594,0.6237723833358803
E_S_WWC_WM_240,2.582,0.2493595174252491,0.6438462739919931
E_S_WWC_WM_327,2.46,0.2601865813023256,0.6400589900037209
E_S_WWC_WM_402,2.23,0.2875517935083056,0.6412404995235216
E_S_WWC_WM_223,2.414,0.2868516849036545,0.692459967357422
E_S_WWC_WM_588,2.408,0.281985182627907,0.679020319768
E_S_WWC_WM_230,2.126,0.2754054293953488,0.5855119428945115
E_S_WWC_WM_592,2.262,0.2919909351196013,0.6604834952405381
E_S_WWC_WM_252,2.492,0.2545160266478405,0.6342539384064185
E_S_WWC_WM_110,2.636,0.2665460967375415,0.7026155110001594
E_S_WWC_WM_042,2.264,0.248011900461794,0.5614989426455016
E_S_WWC_WM_195,2.498,0.2775158265813953,0.6932345348003255
E_S_WWC_WM_455,2.498,0.2788428426312292,0.6965494208928107
E_S_WWC_WM_530,2.526,0.2373576122757475,0.5995653286085382
E_S_WWC_WM_051,2.174,0.237771978578073,0.5169162814287307
E_S_WWC_WM_676,2.444,0.260352603614618,0.6363017632341263
E_S_WWC_WM_094,2.396,0.2627828096046511,0.6296276118127441
E_S_WWC_WM_381,2.506,0.2938199368903654,0.7363127618472556
E_S_WWC_WM_214,2.27,0.2740651002425249,0.6221277775505315
E_S_WWC_WM_148,2.23,0.2584764509302326,0.5764024855744186
E_S_WWC_WM_166,2.298,0.2712910048970099,0.6234267292533288
E_S_WWC_WM_385,2.322,0.2550162231827242,0.5921476702302856
E_S_WWC_WM_070,2.162,0.2676940249036544,0.5787544818417008
E_S_WWC_WM_239,2.544,0.2712011788305647,0.6899357989449566
E_S_WWC_WM_106,2.042,0.2459397691893687,0.5022090086846909
E_S_WWC_WM_322,2.246,0.2961493641594684,0.6651514719021661
E_S_WWC_WM_435,2.458,0.2950681526146179,0.7252775191267308
E_S_WWC_WM_218,2.416,0.2700717222458471,0.6524932809459665
E_S_WWC_WM_282,2.274,0.2813939047607974,0.6398897394260533
E_S_WWC_WM_392,2.354,0.2446458556245847,0.5758963441402725
E_S_WWC_WM_118,2.144,0.2789771417873755,0.598126991992133
E_S_WWC_WM_562,2.598,0.2678848836279069,0.6959649276653022
E_S_WWC_WM_236,2.5,0.2456929230033222,0.6142323075083055
E_S_WWC_WM_055,2.318,0.2508668959269103,0.5815094647585781
E_S_WWC_WM_547,2.514,0.2503070063754153,0.6292718140277941
E_S_WWC_WM_505,2.196,0.2900281351129568,0.6369017847080531
E_S_WWC_WM_147,2.276,0.2470051143322259,0.5621836402201461
E_S_WWC_WM_155,2.184,0.288704978166113,0.6305316723147909
E_S_WWC_WM_410,2.55,0.2867159981295681,0.7311257952303987
E_S_WWC_WM_486,2.35,0.2810694130963455,0.6605131207764119
E_S_WWC_WM_432,2.33,0.277670416923588,0.6469720714319601
E_S_WWC_WM_049,2.594,0.2594336351760797,0.6729708496467507
E_S_WWC_WM_471,2.538,0.2782236601495016,0.7061316494594351
E_S_WWC_WM_232,2.388,0.2403578054086378,0.573974439315827
E_S_WWC_WM_034,2.056,0.2519676293222591,0.5180454458865646
E_S_WWC_WM_549,2.018,0.2592242146179401,0.5231144650990031
E_S_WWC_WM_599,2.454,0.3016894606245847,0.7403459363727308
E_S_WWC_WM_176,2.25,0.2506632406245846,0.5639922914053154
E_S_WWC_WM_677,2.032,0.3055294423754153,0.6208358269068439
E_S_WWC_WM_171,2.318,0.252344243641196,0.5849339567602924
E_S_WWC_WM_387,2.256,0.2560820017009967,0.5777209958374485
E_S_WWC_WM_628,2.59,0.2746674620299003,0.7113887266574417
E_S_WWC_WM_030,2.366,0.2510808400830565,0.5940572676365117
E_S_WWC_WM_265,2.248,0.2713977691528239,0.6101021850555481
E_S_WWC_WM_382,2.424,0.2577495555282392,0.6247849226004518
E_S_WWC_WM_149,2.218,0.2415608348637874,0.5357819317278805
E_S_WWC_WM_466,2.38,0.26020083310299,0.6192779827851163
E_S_WWC_WM_019,2.022,0.2638325519069767,0.5334694199559068
E_S_WWC_WM_687,2.152,0.2707207088770764,0.5825909655034684
E_S_WWC_WM_025,2.688,0.2824939752059801,0.7593438053536745
E_S_WWC_WM_117,2.622,0.2435452725913621,0.6385757047345514
E_S_WWC_WM_694,2.428,0.2608087558305648,0.6332436591566113
E_S_WWC_WM_170,2.326,0.2818342688172757,0.6555465092689833
E_S_WWC_WM_115,2.366,0.2765445142790698,0.6543043207842791
E_S_WWC_WM_035,2.38,0.2753409111893687,0.6553113686306975
E_S_WWC_WM_401,2.336,0.2898453171760797,0.6770786609233221
E_S_WWC_WM_250,2.266,0.2569737893089701,0.5823026065741262
E_S_WWC_WM_451,2.55,0.2397109264252491,0.6112628623843852
E_S_WWC_WM_389,2.05,0.2674454856112957,0.5482632455031562
E_S_WWC_WM_456,2.484,0.266873334192691,0.6629133621346445
E_S_WWC_WM_244,2.078,0.2747656537508306,0.570963028494226
E_S_WWC_WM_066,2.348,0.2492428705182724,0.5852222599769036
E_S_WWC_WM_178,2.424,0.2331280545681062,0.5651024042730894
E_S_WWC_WM_421,2.41,0.2708621293554817,0.6527777317467109
E_S_WWC_WM_359,2.358,0.2628328960764119,0.6197599689481793
E_S_WWC_WM_267,2.462,0.2701047421229236,0.664997875106638
E_S_WWC_WM_210,2.204,0.2884565912126245,0.6357583270326245
E_S_WWC_WM_067,2.388,0.2866743251295681,0.6845782884094086
E_S_WWC_WM_649,2.252,0.2905508669036545,0.6543205522670299
E_S_WWC_WM_241,2.242,0.2515382246843853,0.5639486997423918
E_S_WWC_WM_529,2.35,0.2450146050564784,0.5757843218827242
E_S_WWC_WM_150,2.162,0.2677969190531561,0.5789769389929235
E_S_WWC_WM_095,2.182,0.2727111574518272,0.5950557455598869
E_S_WWC_WM_537,2.54,0.285911219744186,0.7262144981502324
E_S_WWC_WM_685,2.61,0.2498473573255814,0.6521016026197674
E_S_WWC_WM_245,2.35,0.2988940921528239,0.7024011165591363
E_S_WWC_WM_414,2.186,0.2513755819036545,0.5495070220413887
E_S_WWC_WM_005,2.498,0.2962596001096345,0.740056481073867
E_S_WWC_WM_292,2.478,0.2444389279003321,0.605719663337023
E_S_WWC_WM_328,2.278,0.2903253760033222,0.661361206535568
E_S_WWC_WM_386,2.026,0.2457385996478405,0.49786640288652484
E_S_WWC_WM_206,2.256,0.240085759641196,0.5416334737505382
E_S_WWC_WM_403,2.242,0.2651052813953488,0.594366040888372
E_S_WWC_WM_507,2.502,0.2796800190730896,0.6997594077208701
E_S_WWC_WM_096,2.2,0.2566108840033222,0.564543944807309
E_S_WWC_WM_299,2.334,0.2783968333521595,0.6497782090439402
E_S_WWC_WM_088,2.296,0.2427145391096345,0.5572725817957208
E_S_WWC_WM_566,2.092,0.2543541211395348,0.5321088214239068
E_S_WWC_WM_065,2.334,0.2793140789966777,0.6519190603782458
E_S_WWC_WM_540,2.072,0.2709629241860465,0.5614351789134884
E_S_WWC_WM_235,2.44,0.2504810163521595,0.6111736798992692
E_S_WWC_WM_652,2.136,0.2557281761827242,0.5462353843262989
E_S_WWC_WM_554,2.188,0.2882160894186046,0.630616803647907
E_S_WWC_WM_258,2.436,0.2463234705681063,0.6000439743039069
E_S_WWC_WM_352,2.188,0.297266719551495,0.650419582378671
E_S_WWC_WM_339,2.334,0.2595073593023256,0.6056901766116279
E_S_WWC_WM_203,2.434,0.2779937097508305,0.6766366895335214
E_S_WWC_WM_604,2.504,0.2914675408770764,0.7298347223561993
E_S_WWC_WM_636,2.582,0.2749570437475083,0.7099390869560663
E_S_WWC_WM_342,2.43,0.2608854264252492,0.6339515862133556
E_S_WWC_WM_462,2.1,0.2563133845847176,0.5382581076279069
E_S_WWC_WM_354,2.172,0.2837236699966777,0.616247811232784
E_S_WWC_WM_032,2.002,0.2901886910299003,0.5809577594418603
E_S_WWC_WM_609,2.394,0.3038718796710963,0.7274692799326046
E_S_WWC_WM_443,2.4,0.2828226973089701,0.6787744735415282
E_S_WWC_WM_285,2.232,0.2369417140199335,0.5288539056924916
E_S_WWC_WM_024,2.248,0.2730119556644518,0.6137308763336877
E_S_WWC_WM_601,2.59,0.2799195785813953,0.7249917085258138
E_S_WWC_WM_378,2.094,0.2966287372890365,0.6211405758832423
E_S_WWC_WM_261,2.346,0.2722340457475083,0.6386610713236546
E_S_WWC_WM_671,2.164,0.2829862499601329,0.6123822449137276
E_S_WWC_WM_231,2.384,0.2861050802591362,0.6820745113377807
E_S_WWC_WM_156,2.302,0.2981198052458472,0.6862717916759402
E_S_WWC_WM_160,2.196,0.2842249005415282,0.624157881589196
E_S_WWC_WM_642,2.15,0.2653113360332226,0.5704193724714286
E_S_WWC_WM_087,2.44,0.2448991922990033,0.597554029209568
E_S_WWC_WM_144,2.174,0.2592711500797342,0.5636554802733422
E_S_WWC_WM_036,2.542,0.2762152280930232,0.7021391098124649
E_S_WWC_WM_009,2.506,0.258389442475083,0.647523942842558
E_S_WWC_WM_135,2.128,0.2852678330697674,0.607049948772465
E_S_WWC_WM_544,2.346,0.2460057219634551,0.5771294237262657
E_S_WWC_WM_459,2.546,0.2762967577807309,0.7034515453097407
E_S_WWC_WM_274,2.14,0.2742985153421927,0.5869988228322923
E_S_WWC_WM_305,2.15,0.2711328072980133,0.5829355356907286
E_S_WWC_WM_237,2.508,0.257474111910299,0.6457450726710299
E_S_WWC_WM_022,2.314,0.2511054624584717,0.5810580401289035
E_S_WWC_WM_180,2.094,0.2890837736345514,0.6053414219907506
E_S_WWC_WM_215,2.292,0.2268534597109635,0.5199481296575282
E_S_WWC_WM_431,2.148,0.277766546641196,0.596642542185289
E_S_WWC_WM_302,2.16,0.2875694335016611,0.621149976363588
E_S_WWC_WM_044,2.526,0.2823859182990033,0.7133068296232822
E_S_WWC_WM_449,2.056,0.2775323236146179,0.5706064573516544
E_S_WWC_WM_525,2.232,0.2453593497973422,0.5476420687476679
E_S_WWC_WM_542,2.096,0.251027963744186,0.5261546120078139
E_S_WWC_WM_026,2.244,0.2340060281229235,0.5251095271078404
E_S_WWC_WM_350,2.084,0.239383583026578,0.4988753870273886
E_S_WWC_WM_573,2.18,0.2506118720498339,0.5463338810686379
E_S_WWC_WM_018,2.108,0.2937057613488372,0.6191317449233489
E_S_WWC_WM_276,2.51,0.294041648385382,0.7380445374473087
E_S_WWC_WM_463,2.394,0.2859590114019933,0.684585873296372
E_S_WWC_WM_438,2.424,0.2937386513355482,0.7120224908373689
E_S_WWC_WM_281,2.366,0.297650547986711,0.7042411965365583
E_S_WWC_WM_099,2.486,0.2716295054152824,0.6752709504623922
E_S_WWC_WM_297,2.564,0.2693719209136213,0.690669605222525
E_S_WWC_WM_377,2.142,0.2266000707973421,0.48537735164790674
E_S_WWC_WM_484,2.532,0.2848873772657807,0.7213348392369566
E_S_WWC_WM_186,2.264,0.2796647943787376,0.6331610944734618
E_S_WWC_WM_177,2.554,0.2970350480531561,0.7586275127277606
E_S_WWC_WM_591,2.128,0.2312277545249169,0.49205266162902317
E_S_WWC_WM_481,2.246,0.2803982704285714,0.6297745153825713
E_S_WWC_WM_268,2.24,0.2881227083986711,0.6453948668130234
E_S_WWC_WM_657,2.046,0.3088826705581395,0.6319739439619534
E_S_WWC_WM_136,2.434,0.2945985527873754,0.7170528774844718
E_S_WWC_WM_324,2.512,0.2849605953820598,0.7158210155997342
E_S_WWC_WM_647,2.364,0.2515436928837209,0.5946492899771162
E_S_WWC_WM_430,2.484,0.2418591312425249,0.6007780820064318
E_S_WWC_WM_472,2.284,0.260468777013289,0.5949106866983521
E_S_WWC_WM_518,2.708,0.2786265655116278,0.7545207394054881
E_S_WWC_WM_488,2.148,0.2697397024717608,0.5794008809093423
E_S_WWC_WM_445,1.9898,0.2864979029833887,0.5700735273563468
E_S_WWC_WM_494,2.216,0.2633071562458471,0.5834886582407972
E_S_WWC_WM_271,2.196,0.3001166918637873,0.659056255332877
E_S_WWC_WM_014,2.444,0.2576205281096345,0.6296245706999467
E_S_WWC_WM_398,2.51,0.240669982219269,0.6040816553703652
E_S_WWC_WM_407,2.316,0.2306651647641196,0.5342205215937009
E_S_WWC_WM_249,2.208,0.2544833607043189,0.5618992604351362
E_S_WWC_WM_684,2.216,0.2527422028671097,0.5600767215535151
E_S_WWC_WM_130,2.464,0.2958598904385382,0.7289987700405581
E_S_WWC_WM_286,2.484,0.2503478156245847,0.6218639740114684
E_S_WWC_WM_023,2.372,0.2836359096511628,0.6727843776925582
E_S_WWC_WM_053,2.41,0.2685628702657808,0.6472365173405318
E_S_WWC_WM_654,2.294,0.2763442323820598,0.6339336690844452
E_S_WWC_WM_159,1.948,0.264060974717608,0.5143907787499004
E_S_WWC_WM_663,2.258,0.2751547312292359,0.6212993831156146
E_S_WWC_WM_429,2.45,0.2656519457043189,0.6508472669755813
E_S_WWC_WM_349,2.092,0.2868345258073089,0.6000578279888902
E_S_WWC_WM_243,2.634,0.2747298092990033,0.7236383176935747
E_S_WWC_WM_116,2.218,0.2942157991428571,0.6525706424988571
E_S_WWC_WM_209,2.232,0.2929252520498338,0.653809162575229
E_S_WWC_WM_446,2.568,0.2717774650996677,0.6979245303759467
E_S_WWC_WM_416,2.178,0.2912188084318937,0.6342745647646644
E_S_WWC_WM_082,2.276,0.2653890009568106,0.6040253661777009
E_S_WWC_WM_665,2.18,0.2875864846910299,0.6269385366264452
E_S_WWC_WM_075,2.272,0.2844993250531561,0.6463824665207706
E_S_WWC_WM_440,2.234,0.2785237171860465,0.622221984193628
E_S_WWC_WM_682,2.406,0.2678409217109634,0.644425257636578
E_S_WWC_WM_104,2.428,0.2515230755083056,0.610698027334166
E_S_WWC_WM_693,2.322,0.2411094765714285,0.559856204598857
E_S_WWC_WM_290,2.26,0.2978673967142857,0.6731803165742856
E_S_WWC_WM_331,2.148,0.2724239017607973,0.5851665409821926
E_S_WWC_WM_535,2.152,0.2507181781129568,0.5395455192990831
E_S_WWC_WM_424,2.658,0.2782752360199335,0.7396555773409832
E_S_WWC_WM_496,2.356,0.2706228029568106,0.6375873237662458
E_S_WWC_WM_388,2.546,0.2580868075249169,0.6570890119584384
E_S_WWC_WM_050,2.588,0.263022041807309,0.6807010441973157
E_S_WWC_WM_336,2.304,0.2935431017541527,0.6763233064415678
E_S_WWC_WM_622,2.496,0.3089624481196013,0.7711702705065248
E_S_WWC_WM_638,2.268,0.2474622980631229,0.5612444920071626
E_S_WWC_WM_418,2.154,0.2590729079169435,0.5580430436530962
E_S_WWC_WM_212,2.552,0.2741138010697674,0.6995384203300464
E_S_WWC_WM_131,2.426,0.2656173821694352,0.6443877691430498
E_S_WWC_WM_543,2.158,0.2453369589136212,0.5294371573355945
E_S_WWC_WM_521,2.268,0.2525153181528239,0.5727047415706046
E_S_WWC_WM_656,2.158,0.285827994192691,0.6168168114678272
E_S_WWC_WM_469,1.9756,0.2569431460365449,0.507616879309798
E_S_WWC_WM_406,2.328,0.2731419802657808,0.6358745300587376
E_S_WWC_WM_097,2.128,0.2794008954318936,0.5945651054790696
E_S_WWC_WM_533,2.366,0.2788218008704319,0.6596923808594419
E_S_WWC_WM_473,2.332,0.3038578364418604,0.7085964745824184
E_S_WWC_WM_552,2.266,0.2847468447142857,0.6452363501225714
E_S_WWC_WM_242,2.072,0.2842887507940199,0.5890462916452092
E_S_WWC_WM_182,2.08,0.2737514624784053,0.5694030419550831
E_S_WWC_WM_089,2.318,0.2369379094817276,0.5492220741786445
E_S_WWC_WM_425,2.566,0.2653916873255814,0.6809950696774418
E_S_WWC_WM_395,2.39,0.303586641820598,0.7255720739512294
E_S_WWC_WM_679,2.632,0.2807130017740864,0.7388366206693955
E_S_WWC_WM_399,2.126,0.2815369783056478,0.5985476158778071
E_S_WWC_WM_683,2.384,0.2695003301096345,0.6424887869813686
E_S_WWC_WM_513,2.454,0.2935410341196013,0.7203496977295016
E_S_WWC_WM_659,2.506,0.2470226602657807,0.6190387866260464
E_S_WWC_WM_220,2.408,0.2535756832126246,0.6106102451759999
E_S_WWC_WM_081,2.14,0.2741347129634551,0.586648285741794
E_S_WWC_WM_400,2.668,0.270141829730897,0.7207384017220333
E_S_WWC_WM_146,2.278,0.2564759856511628,0.5842522953133489
E_S_WWC_WM_141,2.43,0.2934889610232558,0.7131781752865116
E_S_WWC_WM_461,2.28,0.2773152676478405,0.6322788102370762
E_S_WWC_WM_340,2.228,0.2494257481694352,0.5557205669215016
E_S_WWC_WM_509,2.384,0.2913644173887044,0.6946127710546712
E_S_WWC_WM_528,2.11,0.2592036456877076,0.546919692401063
E_S_WWC_WM_556,2.302,0.2703748360299003,0.6224028725408305
E_S_WWC_WM_137,2.66,0.3028974465913621,0.8057072079330232
E_S_WWC_WM_697,2.388,0.2767087716877076,0.6607805467902457
E_S_WWC_WM_482,2.402,0.2599972047674418,0.6245132858513953
E_S_WWC_WM_662,2.468,0.2786161385215946,0.6876246298712955
E_S_WWC_WM_172,2.414,0.265363789833887,0.6405881886590032
E_S_WWC_WM_480,2.542,0.3008269252491694,0.7647020439833885
E_S_WWC_WM_072,2.67,0.2744665737674419,0.7328257519590698
E_S_WWC_WM_502,2.102,0.2908913734485049,0.6114536669887572
E_S_WWC_WM_109,2.19,0.3110161231960133,0.6811253097992691
E_S_WWC_WM_448,2.212,0.2427457361528239,0.5369535683700465
E_S_WWC_WM_523,2.398,0.2831576921495016,0.6790121457745049
E_S_WWC_WM_536,2.122,0.2727035347707641,0.5786769007835614
E_S_WWC_WM_043,2.658,0.2578649961594684,0.685405159791867
E_S_WWC_WM_427,2.334,0.2595400575116279,0.6057664942321396
